masked_customer_id,y_true,risk_score,risk_rank,risk_percentile,risk_band,review_priority,action_candidate,score_month,model_version,policy_version
25e2fc56...,1,0.998711945,213,0.04641402618797027,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
588790c8...,1,0.998710945,214,0.04663193241420487,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
88f8a8d6...,1,0.9987092675,215,0.04684983864043947,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c336da68...,1,0.99870795875,216,0.047067744866674074,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b20ed534...,1,0.99870443625,217,0.04728565109290868,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7d98f2e3...,1,0.9987017825,218,0.04750355731914328,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a06037b0...,1,0.99870097125,219,0.04772146354537788,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
047040c0...,1,0.9987003875,220,0.047939369771612485,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ed5ce92c...,1,0.998699935,221,0.04815727599784709,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7d54e553...,1,0.99869980125,222,0.048375182224081686,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e70e7634...,1,0.99869774125,223,0.04859308845031629,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ac07d9c2...,1,0.99869747375,224,0.048810994676550895,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
56569cdb...,1,0.998697245,225,0.04902890090278549,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
633ae27c...,1,0.99869603,226,0.0492468071290201,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
11b7c9e5...,1,0.9986936525,227,0.0494647133552547,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ec910bc2...,1,0.9986936425,228,0.0496826195814893,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
22477f51...,1,0.99869126125,229,0.0499005258077239,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
22acb684...,1,0.99869090375,230,0.05011843203395851,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
dd257bcb...,1,0.99869074625,231,0.05033633826019311,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b306cf64...,1,0.9986903,232,0.05055424448642771,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0362250f...,1,0.9986893262499998,233,0.05077215071266231,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
cfab80a1...,1,0.99868895,234,0.05099005693889692,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6eb4e071...,1,0.998687845,235,0.051207963165131515,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
05e8e80e...,1,0.998687775,236,0.05142586939136612,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
860133b8...,1,0.99868640625,237,0.05164377561760072,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
915b54ce...,1,0.998685275,238,0.05186168184383532,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ceecd383...,1,0.99868513375,239,0.052079588070069925,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
d6809317...,1,0.99868468375,240,0.05229749429630453,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1e3404f1...,1,0.9986817825,241,0.052515400522539134,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
41bb8afa...,1,0.99868154875,242,0.05273330674877373,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
d7df22c8...,1,0.99868151,243,0.052951212975008335,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
64cc1d46...,1,0.99868094875,244,0.05316911920124294,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e1b3d6bf...,1,0.99867946125,245,0.05338702542747754,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
81eadaa8...,1,0.99867880625,246,0.05360493165371214,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3f0f0e72...,1,0.99867805,247,0.053822837879946746,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7e4057d1...,1,0.9986768012499998,248,0.05404074410618134,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5b740d26...,1,0.998676225,249,0.05425865033241595,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f77c4c26...,1,0.99867608,250,0.05447655655865055,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0231c246...,1,0.9986757475,251,0.05469446278488515,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a9fcb14a...,1,0.99867518375,252,0.054912369011119753,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
8dce21d6...,1,0.9986749625,253,0.05513027523735436,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a67cf406...,1,0.99867427375,254,0.05534818146358896,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6408f7dc...,1,0.99867303,255,0.05556608768982356,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7dd7799b...,1,0.99867189625,256,0.055783993916058164,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a44a3704...,1,0.99867073375,257,0.05600190014229277,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f5f0ec3f...,1,0.9986701925,258,0.056219806368527366,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3ed99015...,1,0.9986700825,259,0.05643771259476197,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4aab94b1...,1,0.9986696725,260,0.056655618820996574,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7344cdac...,1,0.99866921,261,0.05687352504723117,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1a2deff7...,1,0.998668765,262,0.057091431273465776,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5b867938...,1,0.9986683175,263,0.05730933749970038,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
d544d4c5...,1,0.9986672825,264,0.057527243725934984,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
8f940531...,1,0.99866660125,265,0.05774514995216958,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
d8fc3b36...,1,0.9986662725,266,0.057963056178404186,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
77a901b0...,1,0.9986655825,267,0.05818096240463879,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4ef1266d...,1,0.9986651325,268,0.05839886863087339,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
471c13c8...,1,0.99866477625,269,0.05861677485710799,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
9493e248...,1,0.99866461,270,0.058834681083342596,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c72a830f...,1,0.9986643537500002,271,0.059052587309577194,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
79e8320d...,1,0.99866434875,272,0.0592704935358118,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a85d4e91...,1,0.99866367,273,0.0594883997620464,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
228da959...,1,0.99866360375,274,0.059706305988281,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6b2d2301...,1,0.99866288875,275,0.059924212214515604,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3e12b729...,1,0.9986621325,276,0.06014211844075021,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
aa37c1ee...,1,0.99866197375,277,0.06036002466698481,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
9f85ff21...,1,0.99866176625,278,0.06057793089321941,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
93c87c2b...,1,0.99866173125,279,0.060795837119454015,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
698c0bb0...,1,0.99866169875,280,0.06101374334568862,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ba23c734...,1,0.99866141,281,0.061231649571923216,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f653e415...,1,0.9986613275,282,0.06144955579815782,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
823e1251...,1,0.99865910625,283,0.061667462024392425,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f7f84ab1...,1,0.9986585825,284,0.06188536825062702,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c4cf6602...,1,0.99865781375,285,0.06210327447686163,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5ddb66b4...,1,0.99865657625,286,0.06232118070309623,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
8295ea8d...,1,0.99865651,287,0.06253908692933083,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
247ea025...,1,0.99865502875,288,0.06275699315556543,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ca88271a...,1,0.99865478,289,0.06297489938180004,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
03306a7b...,1,0.99865304,290,0.06319280560803464,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
9785dc01...,1,0.9986528,291,0.06341071183426925,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
77ada124...,1,0.99865274875,292,0.06362861806050384,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
30d08d5d...,1,0.99865051875,293,0.06384652428673844,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e042ce49...,1,0.99865027,294,0.06406443051297304,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
bbc9feb0...,1,0.99864952125,295,0.06428233673920765,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
aec102bb...,1,0.99864940125,296,0.06450024296544225,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a5c3769b...,1,0.998649165,297,0.06471814919167686,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ada541f5...,1,0.9986488475,298,0.06493605541791146,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
067f7673...,1,0.998647215,299,0.06515396164414605,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
954d9527...,1,0.9986465875,300,0.06537186787038066,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
bc61079c...,1,0.9986458825,301,0.06558977409661526,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c0e4e608...,1,0.99864563625,302,0.06580768032284987,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
42d2f3b1...,1,0.99864515125,303,0.06602558654908447,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a4287290...,1,0.99864484375,304,0.06624349277531907,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
fccbbc19...,1,0.99864238,305,0.06646139900155368,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b1039b67...,1,0.99864081875,306,0.06667930522778827,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b082ad7e...,1,0.9986402825,307,0.06689721145402287,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0ec7d690...,1,0.99864017375,308,0.06711511768025748,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
bd4dec03...,1,0.99863876375,309,0.06733302390649208,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
70a6c78e...,1,0.9986384825,310,0.06755093013272669,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
facd47e9...,1,0.99863831375,311,0.06776883635896129,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
12f7c9aa...,1,0.99863781625,312,0.06798674258519588,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
af80ed91...,1,0.99863701875,313,0.06820464881143048,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
17ab35b1...,1,0.998636325,314,0.06842255503766509,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b9fb3aba...,1,0.99863613625,315,0.0686404612638997,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5f7bc54d...,1,0.9986357375,316,0.0688583674901343,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1e4495a2...,1,0.99863566375,317,0.0690762737163689,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
2c013e78...,1,0.99863559375,318,0.0692941799426035,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
2bf862be...,1,0.9986354175,319,0.0695120861688381,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c139ddb5...,1,0.99863540375,320,0.0697299923950727,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4958f5c3...,1,0.998635035,321,0.0699478986213073,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7d8ee7ff...,1,0.99863419875,322,0.07016580484754191,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6037678f...,1,0.99863321625,323,0.07038371107377651,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3d987dee...,1,0.99863235625,324,0.07060161730001112,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3cd31075...,1,0.998630495,325,0.07081952352624571,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5a02ba3e...,1,0.9986300375,326,0.07103742975248031,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
253b5620...,1,0.998629205,327,0.07125533597871492,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1b46d80b...,1,0.99862867,328,0.07147324220494952,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
59ee0fe7...,1,0.998628535,329,0.07169114843118413,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
9b01fbcd...,1,0.9986283462500002,330,0.07190905465741873,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3fd1dda3...,1,0.9986276825,331,0.07212696088365333,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7879fc01...,1,0.9986275087499998,332,0.07234486710988793,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1d280a51...,1,0.99862699375,333,0.07256277333612253,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
fd17042b...,1,0.9986268075,334,0.07278067956235713,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
8b92c526...,1,0.99862540875,335,0.07299858578859174,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
71c6c285...,1,0.9986252575,336,0.07321649201482634,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4f23ff80...,1,0.9986244787499998,337,0.07343439824106095,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7e0e8e5c...,1,0.99862325875,338,0.07365230446729554,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
8d56ca6a...,1,0.998622815,339,0.07387021069353014,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6f196ffd...,1,0.99862078125,340,0.07408811691976475,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f3f1502b...,1,0.99862033375,341,0.07430602314599935,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0db9784e...,1,0.99862014625,342,0.07452392937223395,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
39e7eec1...,1,0.9986196575,343,0.07474183559846856,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5067816a...,1,0.9986191425,344,0.07495974182470316,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1e352f55...,1,0.998618805,345,0.07517764805093775,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e0f1d9b1...,1,0.99861878875,346,0.07539555427717236,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b967c6fb...,1,0.99861860375,347,0.07561346050340696,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
459449d3...,1,0.9986180175,348,0.07583136672964157,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3121b2d6...,1,0.99861798375,349,0.07604927295587617,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
12ff975a...,1,0.998617465,350,0.07626717918211078,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
175463e5...,1,0.99861731875,351,0.07648508540834537,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3ea2af26...,1,0.99861657625,352,0.07670299163457997,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c6c0ac35...,1,0.9986140325,353,0.07692089786081457,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f042a479...,1,0.99861402,354,0.07713880408704918,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4019a3e3...,1,0.99861401875,355,0.07735671031328378,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
07272aea...,1,0.99861379625,356,0.07757461653951839,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
205aa3f3...,1,0.99861295,357,0.07779252276575299,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
64b5c831...,1,0.99861130625,358,0.07801042899198758,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b8ed2749...,1,0.9986109675,359,0.07822833521822219,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
eef71d34...,1,0.99861004875,360,0.07844624144445679,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
9ba79d31...,1,0.99860682,361,0.0786641476706914,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ab0a064d...,1,0.998606515,362,0.078882053896926,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
664ca7f5...,1,0.99860641125,363,0.0790999601231606,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
067aa7f6...,1,0.99860590875,364,0.07931786634939521,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a671469d...,1,0.99860475375,365,0.0795357725756298,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
58ec5f3e...,1,0.998604135,366,0.0797536788018644,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1635b413...,1,0.9986022325,367,0.07997158502809901,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
bd6f6d98...,1,0.99860222875,368,0.08018949125433361,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
fdb2a7f6...,1,0.99860209375,369,0.08040739748056822,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
75eeaf43...,1,0.99860201125,370,0.08062530370680282,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
92b48447...,1,0.99860148125,371,0.08084320993303741,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
966f0415...,1,0.99860123625,372,0.08106111615927201,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b9fe602e...,1,0.99860111875,373,0.08127902238550662,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
cc4030a8...,1,0.99860016125,374,0.08149692861174122,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
42718f16...,1,0.99860011375,375,0.08171483483797583,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
01879d26...,1,0.99859977125,376,0.08193274106421043,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
276b1cbb...,1,0.99859774875,377,0.08215064729044504,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4ffc5a23...,1,0.99859712,378,0.08236855351667963,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
aa3a876a...,1,0.9985963,379,0.08258645974291423,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
10896093...,1,0.99859542625,380,0.08280436596914884,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
bf002b6d...,1,0.99859525875,381,0.08302227219538344,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
79876f0e...,1,0.998594215,382,0.08324017842161804,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6660b0aa...,1,0.99859421125,383,0.08345808464785265,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e5c803bf...,1,0.99859408125,384,0.08367599087408724,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ff33891a...,1,0.99859318,385,0.08389389710032184,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3937573d...,1,0.9985927875,386,0.08411180332655645,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5eedf044...,1,0.99859238375,387,0.08432970955279105,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a58504db...,1,0.9985917925,388,0.08454761577902566,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
3e0c4544...,1,0.99859015,389,0.08476552200526026,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1b46ae94...,1,0.998589875,390,0.08498342823149486,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
9477380c...,1,0.998588455,391,0.08520133445772946,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
7e8b9b7d...,1,0.99858814125,392,0.08541924068396406,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
260dc986...,1,0.99858761375,393,0.08563714691019866,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
aac85dfa...,1,0.99858756375,394,0.08585505313643327,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
dd802f03...,1,0.99858721375,395,0.08607295936266787,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
631a4d33...,1,0.99858617125,396,0.08629086558890248,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6e190d6c...,1,0.99858602,397,0.08650877181513707,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
2de6018d...,1,0.99858523875,398,0.08672667804137167,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
f4d409a6...,1,0.99858264875,399,0.08694458426760628,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1d5a530c...,1,0.99858256,400,0.08716249049384088,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a5a96af4...,1,0.998581555,401,0.08738039672007548,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0199a0b7...,1,0.99858110375,402,0.08759830294631009,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
11cacb87...,1,0.99858028375,403,0.08781620917254469,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c3ee9e1f...,1,0.99857799875,404,0.08803411539877928,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e7a1cd64...,1,0.9985779325,405,0.08825202162501389,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e298a95a...,1,0.99857616875,406,0.08846992785124849,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
80f55405...,1,0.99857589125,407,0.0886878340774831,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
beede88e...,1,0.99857560625,408,0.0889057403037177,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
cba14020...,1,0.99857534375,409,0.0891236465299523,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
d6182e88...,1,0.99857383125,410,0.08934155275618691,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
37ff926e...,1,0.99857361,411,0.0895594589824215,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4ad911f6...,1,0.99857275375,412,0.0897773652086561,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6fa56392...,1,0.99857209,413,0.08999527143489071,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
18804c9a...,1,0.9985716375,414,0.09021317766112531,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
068c00e0...,1,0.9985706,415,0.09043108388735992,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c8390de1...,1,0.998570535,416,0.09064899011359452,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
a88a9505...,1,0.99856940375,417,0.09086689633982911,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4cd288fa...,1,0.9985693375,418,0.09108480256606372,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
e7ca2510...,1,0.99856877,419,0.09130270879229832,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
1a98f03b...,1,0.998567115,420,0.09152061501853292,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0b84d0f2...,1,0.9985669537499998,421,0.09173852124476753,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6a21747d...,1,0.99856606,422,0.09195642747100213,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
eaf2501d...,1,0.9985660525,423,0.09217433369723674,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6ddc9140...,1,0.99856480875,424,0.09239223992347133,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ed53da83...,1,0.998561535,425,0.09261014614970593,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
